bike_id,company,last_updated,lat,lon,saved_at,tractid
JYRF,razor,1618676460,38.876524,-76.9320711,1618676518,11001007707
WEG3,razor,1618676460,38.8843401,-76.995954,1618676518,11001007000
HNB9,razor,1618676460,38.8843703,-76.9960128,1618676518,11001007000
KVCK,razor,1618676460,38.8806543,-76.98514,1618676518,11001006900
TYZ0,razor,1618676460,38.8806613,-76.9851298,1618676518,11001006900
RXDX,razor,1618676460,38.885388,-76.9808485,1618676518,11001006802
S2J4,razor,1618676460,38.892219,-77.0486213,1618676518,11001980000
ESDD,razor,1618676460,38.8961435,-77.0496095,1618676518,11001010800
TO31,razor,1618676460,38.9204998,-76.9958525,1618676518,11001009102
N259,razor,1618676460,38.9204541,-76.9958138,1618676518,11001009102
A4HW,razor,1618676460,38.9203696,-76.9956221,1618676518,11001009102
A4QY,razor,1618676460,38.8952521,-77.0416115,1618676518,11001010800
OZOZ,razor,1618676460,38.8860416,-77.0450883,1618676518,11001980000
SL4P,razor,1618676460,38.8837976,-77.0460706,1618676518,11001980000
QJHF,razor,1618676460,38.8762256,-77.0042063,1618676518,11001007201
B9NN,razor,1618676460,38.8762076,-77.0041691,1618676518,11001007201
VWXG,razor,1618676460,38.8624601,-76.9949868,1618676518,11001007401
F7I4,razor,1618676460,38.898383,-77.0436023,1618676518,11001010800
QO79,razor,1618676460,38.8783048,-77.0190361,1618676518,11001010201
JUMM,razor,1618676460,38.8795516,-77.0241615,1618676518,11001010202
GA9C,razor,1618676460,38.8598976,-76.9960253,1618676518,11001007401
TJ9Q,razor,1618676460,38.8933778,-77.0430023,1618676518,11001010800
S81Q,razor,1618676460,38.89533,-77.0447411,1618676518,11001010800
FUYA,razor,1618676460,38.8624568,-76.9950048,1618676518,11001007401
ENDU,razor,1618676460,38.8624358,-76.9950693,1618676518,11001007401
BY6V,razor,1618676460,38.8633733,-76.9933331,1618676518,11001007401
CG4G,razor,1618676460,38.8984056,-76.9312221,1618676518,11001007804
TRTW,razor,1618676460,38.8931698,-77.0467271,1618676518,11001980000
FF5E,razor,1618676460,38.869904,-76.9778541,1618676518,11001007601
WQSF,razor,1618676460,38.882389,-76.994845,1618676518,11001007000
B5VE,razor,1618676460,38.8824908,-76.9900748,1618676518,11001006900
TWOG,razor,1618676460,38.8627093,-76.9825815,1618676518,11001007504
NCSO,razor,1618676460,38.8624691,-76.994988,1618676518,11001007401
PCPY,razor,1618676460,38.8848666,-77.0150831,1618676518,11001010500
SOEZ,razor,1618676460,38.8743071,-76.991439,1618676518,11001007100
IAAI,razor,1618676460,38.87431,-76.9914255,1618676518,11001007100
K65J,razor,1618676460,38.8785146,-76.9306953,1618676518,11001007707
PXRS,razor,1618676460,38.8698856,-76.9778373,1618676518,11001007601
SNKF,razor,1618676460,38.9037158,-77.0363373,1618676518,11001010100
VMSA,razor,1618676460,38.8854815,-76.9259581,1618676518,11001009905
LD52,razor,1618676460,38.9010938,-77.0256643,1618676518,11001005802
B2D4,razor,1618676460,38.888109,-76.9363406,1618676518,11001009906
WH9Q,razor,1618676460,38.9087586,-77.0431838,1618676518,11001010700
VBSI,razor,1618676460,38.9154258,-76.9836533,1618676518,11001008803
CBB2,razor,1618676460,38.9255611,-76.9828448,1618676518,11001009102
KGH1,razor,1618676460,38.9175925,-77.0320438,1618676518,11001004300
U94K,razor,1618676460,38.9225273,-77.0339198,1618676518,11001003701
GS8P,razor,1618676460,38.8768226,-77.0173841,1618676518,11001010201
FUJD,razor,1618676460,38.8785156,-76.931017,1618676518,11001007707
LYHN,razor,1618676460,38.878627,-76.9310171,1618676518,11001007707
I3OF,razor,1618676460,38.9088383,-77.0432673,1618676518,11001010700
UNY7,razor,1618676460,38.917515,-77.0319405,1618676518,11001004401
M9CK,razor,1618676460,38.9120541,-77.0434043,1618676518,11001004202
BTGZ,razor,1618676460,38.9004046,-77.013416,1618676518,11001004702
T3T2,razor,1618676460,38.917008,-77.0247605,1618676518,11001004401
K831,razor,1618676460,38.8783886,-76.931394,1618676518,11001007707
JS8Y,razor,1618676460,38.8994778,-77.0419718,1618676518,11001010800
WLEH,razor,1618676460,38.8791728,-76.9871285,1618676518,11001007100
MQJZ,razor,1618676460,38.8624723,-76.995024,1618676518,11001007401
VGZC,razor,1618676460,38.9013975,-77.0322058,1618676518,11001010100
OD0A,razor,1618676460,38.9097921,-77.02456,1618676518,11001004901
TYWP,razor,1618676460,38.9168705,-77.0367603,1618676518,11001004201
F9HW,razor,1618676460,38.8783318,-76.9315741,1618676518,11001007707
C8GH,razor,1618676460,38.920353,-76.9956128,1618676518,11001009102
GQ4J,razor,1618676460,38.904414,-77.032295,1618676518,11001010100
SCHJ,razor,1618676460,38.8748703,-77.0001755,1618676518,11001007201
ACRK,razor,1618676460,38.90709,-77.0037408,1618676518,11001010601
OXND,razor,1618676460,38.9188923,-77.036486,1618676518,11001004300
NUU8,razor,1618676460,38.9013263,-77.0419343,1618676518,11001010700
V1NQ,razor,1618676460,38.9012288,-77.0417016,1618676518,11001010700
V3MV,razor,1618676460,38.8741065,-76.9712403,1618676518,11001007709
GL1G,razor,1618676460,38.9234618,-77.0435121,1618676518,11001003901
PJR6,razor,1618676460,38.9245498,-77.0397798,1618676518,11001003802
JF5I,razor,1618676460,38.9008146,-77.0500911,1618676518,11001010800
P3W8,razor,1618676460,38.9010755,-77.0272431,1618676518,11001010100
VUKH,razor,1618676460,38.901692,-77.0454138,1618676518,11001010700
GUX1,razor,1618676460,38.9170713,-77.0394208,1618676518,11001004201
VMQV,razor,1618676460,38.9104328,-77.0321601,1618676518,11001005202
F4NU,razor,1618676460,38.900136,-77.0466611,1618676660,11001010800
NM34,razor,1618676460,38.899792,-77.0457981,1618676660,11001010800
DQJE,razor,1618676460,38.8922275,-77.0450576,1618676660,11001980000
RNUK,razor,1618676460,38.9037953,-77.0401146,1618676660,11001010700
CU9X,razor,1618676460,38.901968,-77.048471,1618676660,11001010700
WCLK,razor,1618676460,38.9051845,-77.0681601,1618676660,11001000202
MRDX,razor,1618676460,38.8877026,-77.0359166,1618676660,11001980000
DXZE,razor,1618676460,38.974974,-77.0169755,1618676660,11001001702
WANI,razor,1618676460,38.8924688,-77.0396031,1618676660,11001010800
CXTX,razor,1618676460,38.905172,-77.061195,1618676660,11001000102
JVNL,razor,1618676460,38.933834,-77.0886106,1618676660,11001000804
GONG,razor,1618676460,38.9336286,-77.0857786,1618676660,11001000803
BRQE,razor,1618676460,38.9452875,-77.0647876,1618676660,11001001200
CE9I,razor,1618676460,38.944793,-77.0639336,1618676660,11001001200
V9F1,razor,1618676460,38.944796,-77.063971,1618676660,11001001200
P505,razor,1618676460,38.9438538,-77.0636356,1618676660,11001001200
ADQS,razor,1618676460,38.940326,-77.0162083,1618676660,11001002301
V80P,razor,1618676460,38.9614983,-77.0280461,1618676660,11001001804
C0Y6,razor,1618676460,38.9615463,-77.02802,1618676660,11001001804
J5NM,razor,1618676460,38.9332855,-77.0571145,1618676660,11001001304
EMMP,razor,1618676460,38.9394595,-77.0852793,1618676660,11001001004
N806,razor,1618676460,38.8922328,-77.0397773,1618676660,11001010800
DHFW,razor,1618676460,38.9268206,-77.0270066,1618676660,11001003100
O3B8,razor,1618676460,38.9289051,-77.0327031,1618676660,11001002802
B1YY,razor,1618676460,38.9287928,-77.0325948,1618676660,11001003000
LGPF,razor,1618676460,38.9290766,-77.0739781,1618676660,11001000704
R1I3,razor,1618676460,38.928799,-77.0324198,1618676660,11001003000
L1OH,razor,1618676460,38.9287888,-77.0324191,1618676660,11001003000
LD8H,razor,1618676460,38.9288078,-77.0324845,1618676660,11001003000
UHUD,razor,1618676460,38.961583,-77.0280068,1618676660,11001001804
TXLL,razor,1618676460,38.9649211,-77.0122965,1618676660,11001001902
TI1G,razor,1618676460,38.941745,-77.0149235,1618676660,11001002301
T6O2,razor,1618676460,38.9409461,-77.0216465,1618676660,11001002400
MZ9O,razor,1618676460,38.8996978,-77.0092925,1618676660,11001004702
K50H,razor,1618676460,38.9367336,-77.0244035,1618676660,11001002503
CYJR,razor,1618676460,38.9282851,-76.9979928,1618676660,11001009201
IR6R,razor,1618676460,38.9051826,-77.0610236,1618676660,11001000102
ADG7,razor,1618676460,38.9417488,-77.0363505,1618676660,11001002504
QIV5,razor,1618676460,38.9125011,-77.0729956,1618676660,11001000202
VLT7,razor,1618676460,38.9149213,-77.0742055,1618676660,11001000300
K46Q,razor,1618676460,38.904266,-77.0487196,1618676660,11001005501
SKA4,razor,1618676460,38.8766443,-77.0068183,1618676660,11001007202
MA9Y,razor,1618676460,38.8763345,-77.0045571,1618676660,11001007201
QNZH,razor,1618676460,38.8748206,-77.0012233,1618676660,11001007201
HQ0Z,razor,1618676460,38.8785281,-77.0302943,1618676660,11001980000
M6BC,razor,1618676460,38.9002906,-77.0337181,1618676660,11001010100
L6K2,razor,1618676460,38.899513,-77.0163241,1618676660,11001005900
J64Y,razor,1618676460,38.8947555,-77.0099206,1618676660,11001980000
J4RJ,razor,1618676460,38.9204558,-76.9957908,1618676660,11001009102
LBVB,razor,1618676460,38.9042605,-77.054726,1618676660,11001005503
OENN,razor,1618676460,38.900734,-77.0507831,1618676660,11001005601
JS8F,razor,1618676460,38.9106815,-77.0553296,1618676660,11001000102
EIW0,razor,1618676460,38.9166375,-77.0569448,1618676660,11001004100
GW0A,razor,1618676460,38.9127651,-77.0663731,1618676660,11001000202
D59E,razor,1618676460,38.8869718,-77.0211068,1618676660,11001010202
UXFX,razor,1618676460,38.8744946,-77.0073456,1618676660,11001007201
GPCZ,razor,1618676460,38.8745901,-77.0028388,1618676660,11001007201
EP0B,razor,1618676460,38.9111895,-77.0030575,1618676660,11001008702
NOZK,razor,1618676460,38.886405,-77.0211255,1618676660,11001010202
HHXL,razor,1618676460,38.9617333,-77.0280398,1618676660,11001001804
OZB2,razor,1618676460,38.9616333,-77.0281008,1618676660,11001001804
CN9W,razor,1618676460,38.908124,-76.997157,1618676660,11001008803
SYKF,razor,1618676460,38.9085223,-76.9980815,1618676660,11001008803
VP4P,razor,1618676460,38.9417681,-77.0149386,1618676660,11001002301
ROSR,razor,1618676460,38.8967308,-77.0268503,1618676660,11001005802
OSCV,razor,1618676460,38.9386371,-77.0322535,1618676660,11001002504
V50F,razor,1618676460,38.9387156,-77.0322538,1618676660,11001002504
FD6M,razor,1618676460,38.9234955,-77.0329751,1618676660,11001003701
OGR9,razor,1618676460,38.9287613,-77.0323478,1618676660,11001003000
O9A9,razor,1618676460,38.888695,-77.0399641,1618676660,11001980000
LIMA,razor,1618676460,38.8923008,-77.0333368,1618676660,11001980000
I0EM,razor,1618676460,38.8768541,-77.0175663,1618676660,11001010201
E27N,razor,1618676460,38.9131803,-77.0200016,1618676660,11001004801
F60N,razor,1618676460,38.9056861,-77.0076995,1618676660,11001010601
VYV5,razor,1618676460,38.906315,-77.0060841,1618676660,11001010601
GQFE,razor,1618676460,38.9553976,-77.0045321,1618676660,11001009508
NISG,razor,1618676460,38.9581513,-77.001762,1618676660,11001009505
RQKS,razor,1618676460,38.958138,-77.001808,1618676660,11001009505
M8YX,razor,1618676460,38.9526023,-77.0024846,1618676660,11001009508
BI60,razor,1618676460,38.9574763,-77.0009123,1618676660,11001009507
ASMU,razor,1618676460,38.9346416,-77.057822,1618676660,11001001304
DHQD,razor,1618676460,38.9349521,-77.0739711,1618676660,11001001002
M2QK,razor,1618676460,38.8874278,-77.0174705,1618676660,11001010500
D22Z,razor,1618676460,38.9271275,-77.0406873,1618676660,11001003901
F5LB,razor,1618676460,38.9332668,-77.0317841,1618676660,11001002900
JTX3,razor,1618676460,38.8952475,-77.0295235,1618676660,11001980000
IK2X,razor,1618676460,38.9053651,-77.0612155,1618676660,11001000102
IVZP,razor,1618676460,38.8985258,-77.0528858,1618676660,11001005602
L3NY,razor,1618676460,38.8832376,-77.0261791,1618676660,11001010202
G3V7,razor,1618676460,38.8842758,-76.9959665,1618676660,11001007000
GD6S,razor,1618676460,38.9254166,-77.0576403,1618676660,11001000502
MIPL,razor,1618676460,38.892295,-77.015405,1618676660,11001005900
TREX,razor,1618676460,38.8843166,-76.9959215,1618676660,11001007000
LAVH,razor,1618676460,38.8948818,-77.0109805,1618676660,11001005900
J2MJ,razor,1618676460,38.8922265,-77.0333811,1618676660,11001980000
CHG1,razor,1618676460,38.8922348,-77.0333875,1618676660,11001980000
I6IC,razor,1618676460,38.9110675,-77.0064316,1618676660,11001008701
OREO,razor,1618676460,38.9110606,-77.0064095,1618676660,11001008701
IJ32,razor,1618676460,38.8944008,-77.0396078,1618676660,11001010800
H1GW,razor,1618676460,38.8922786,-77.0334265,1618676660,11001980000
Q2K3,razor,1618676460,38.920492,-76.9957201,1618676660,11001009102
BIRO,razor,1618676460,38.8677891,-76.9658135,1618676660,11001007604
KVPO,razor,1618676460,38.8677091,-76.9658556,1618676660,11001007604
V6EK,razor,1618676460,38.9155208,-77.0316328,1618676660,11001004402
SKAD,razor,1618676460,38.8833671,-76.9312691,1618676660,11001009904
IEA6,razor,1618676460,38.9014335,-76.9430725,1618676660,11001007803
F7AN,razor,1618676460,38.9013276,-77.041769,1618676660,11001010700
OB2G,razor,1618676460,38.9011956,-77.0419843,1618676660,11001010700
EHT0,razor,1618676460,38.917477,-77.0321091,1618676660,11001004300
S0W4,razor,1618676460,38.8936836,-76.9478593,1618676660,11001009603
FU3A,razor,1618676460,38.8902691,-76.9373983,1618676660,11001007803
JJRG,razor,1618676460,38.8902783,-76.93742,1618676660,11001007803
DBSF,razor,1618676460,38.8902488,-76.9374336,1618676660,11001007803
BPPU,razor,1618676460,38.9087943,-77.04328,1618676660,11001010700
CX3R,razor,1618676460,38.8991215,-77.0411605,1618676660,11001010800
E143,razor,1618676460,38.8998666,-77.0092823,1618676660,11001004702
TT8J,razor,1618676460,38.8962578,-77.0317316,1618676660,11001005802
J13T,razor,1618676460,38.8962938,-77.0320773,1618676660,11001005802
KKNE,razor,1618676460,38.902739,-76.9363423,1618676660,11001007809
T1EK,razor,1618676460,38.8989723,-76.9339668,1618676660,11001007804
PAIJ,razor,1618676460,38.913597,-77.045932,1618676660,11001005502
HQU6,razor,1618676460,38.9128461,-77.0223113,1618676660,11001004901
HRQP,razor,1618676460,38.9126983,-77.0223215,1618676660,11001004901
ILP8,razor,1618676460,38.8922946,-77.0334066,1618676660,11001980000
EEXF,razor,1618676460,38.906597,-77.0271268,1618676660,11001005004
BJG2,razor,1618676460,38.9126921,-77.0223381,1618676660,11001004901
ARRX,razor,1618676460,38.91294,-77.0223716,1618676660,11001004901
AWXH,razor,1618676460,38.9126226,-77.041797,1618676660,11001004202
KWCN,razor,1618676460,38.9004456,-76.997175,1618676661,11001010602
K9LT,razor,1618676460,38.9081003,-76.9971685,1618676661,11001008803
KOJ0,razor,1618676460,38.908529,-76.9980973,1618676661,11001008803
MVCN,razor,1618676460,38.9103575,-77.0074508,1618676661,11001008701
R9VO,razor,1618676460,38.9112126,-77.0030845,1618676661,11001008702
KP7T,razor,1618676460,38.9057616,-77.042653,1618676661,11001010700
JPCH,razor,1618676460,38.8874321,-77.0284688,1618676661,11001010202
PRKU,razor,1618676460,38.8868861,-77.0213045,1618676661,11001010202
EWFB,razor,1618676460,38.9013041,-77.0320588,1618676661,11001010100
BMGU,razor,1618676460,38.8874066,-77.0316748,1618676661,11001010202
PHJ7,razor,1618676460,38.8982645,-76.9465018,1618676661,11001007803
QWCE,razor,1618676460,38.898259,-76.946519,1618676661,11001007803
E8ZC,razor,1618676460,38.8982768,-76.9465076,1618676661,11001007803
FJK1,razor,1618676460,38.8982856,-76.946469,1618676661,11001007803
R1T9,razor,1618676460,38.8951428,-77.0394208,1618676661,11001980000
OWYT,razor,1618676460,38.901251,-77.0319246,1618676661,11001010100
L070,razor,1618676460,38.901269,-77.0322351,1618676661,11001010100
LX3U,razor,1618676460,38.908758,-77.0432868,1618676661,11001010700
P7DI,razor,1618676460,38.908742,-77.0433901,1618676661,11001010700
K13D,razor,1618676460,38.898661,-77.0330533,1618676661,11001005802
MYF7,razor,1618676460,38.8768831,-77.0175908,1618676661,11001010201
QSV1,razor,1618676460,38.876887,-77.017562,1618676661,11001010201
EUBH,razor,1618676460,38.8768633,-77.0175631,1618676661,11001010201
SWKV,razor,1618676460,38.8846066,-76.9956046,1618676661,11001006600
E5UQ,razor,1618676460,38.8747931,-77.0189733,1618676661,11001011002
CKY3,razor,1618676460,38.95762,-77.0205593,1618676661,11001002101
JYRF,razor,1618676460,38.876524,-76.9320711,1618676661,11001007707
WEG3,razor,1618676460,38.8843401,-76.995954,1618676661,11001007000
HNB9,razor,1618676460,38.8843703,-76.9960128,1618676661,11001007000
KVCK,razor,1618676460,38.8806543,-76.98514,1618676661,11001006900
TYZ0,razor,1618676460,38.8806613,-76.9851298,1618676661,11001006900
RXDX,razor,1618676460,38.885388,-76.9808485,1618676661,11001006802
S2J4,razor,1618676460,38.892219,-77.0486213,1618676661,11001980000
ESDD,razor,1618676460,38.8961435,-77.0496095,1618676661,11001010800
TO31,razor,1618676460,38.9204998,-76.9958525,1618676661,11001009102
N259,razor,1618676460,38.9204541,-76.9958138,1618676661,11001009102
A4HW,razor,1618676460,38.9203696,-76.9956221,1618676661,11001009102
A4QY,razor,1618676460,38.8952521,-77.0416115,1618676661,11001010800
OZOZ,razor,1618676460,38.8860416,-77.0450883,1618676661,11001980000
SL4P,razor,1618676460,38.8837976,-77.0460706,1618676661,11001980000
QJHF,razor,1618676460,38.8762256,-77.0042063,1618676661,11001007201
B9NN,razor,1618676460,38.8762076,-77.0041691,1618676661,11001007201
VWXG,razor,1618676460,38.8624601,-76.9949868,1618676661,11001007401
F7I4,razor,1618676460,38.898383,-77.0436023,1618676661,11001010800
QO79,razor,1618676460,38.8783048,-77.0190361,1618676661,11001010201
JUMM,razor,1618676460,38.8795516,-77.0241615,1618676661,11001010202
GA9C,razor,1618676460,38.8598976,-76.9960253,1618676661,11001007401
TJ9Q,razor,1618676460,38.8933778,-77.0430023,1618676661,11001010800
S81Q,razor,1618676460,38.89533,-77.0447411,1618676661,11001010800
FUYA,razor,1618676460,38.8624568,-76.9950048,1618676661,11001007401
ENDU,razor,1618676460,38.8624358,-76.9950693,1618676661,11001007401
BY6V,razor,1618676460,38.8633733,-76.9933331,1618676661,11001007401
CG4G,razor,1618676460,38.8984056,-76.9312221,1618676661,11001007804
TRTW,razor,1618676460,38.8931698,-77.0467271,1618676661,11001980000
FF5E,razor,1618676460,38.869904,-76.9778541,1618676661,11001007601
WQSF,razor,1618676460,38.882389,-76.994845,1618676661,11001007000
B5VE,razor,1618676460,38.8824908,-76.9900748,1618676661,11001006900
TWOG,razor,1618676460,38.8627093,-76.9825815,1618676661,11001007504
NCSO,razor,1618676460,38.8624691,-76.994988,1618676661,11001007401
PCPY,razor,1618676460,38.8848666,-77.0150831,1618676661,11001010500
SOEZ,razor,1618676460,38.8743071,-76.991439,1618676661,11001007100
IAAI,razor,1618676460,38.87431,-76.9914255,1618676661,11001007100
K65J,razor,1618676460,38.8785146,-76.9306953,1618676661,11001007707
PXRS,razor,1618676460,38.8698856,-76.9778373,1618676661,11001007601
SNKF,razor,1618676460,38.9037158,-77.0363373,1618676661,11001010100
VMSA,razor,1618676460,38.8854815,-76.9259581,1618676661,11001009905
LD52,razor,1618676460,38.9010938,-77.0256643,1618676661,11001005802
B2D4,razor,1618676460,38.888109,-76.9363406,1618676661,11001009906
WH9Q,razor,1618676460,38.9087586,-77.0431838,1618676661,11001010700
VBSI,razor,1618676460,38.9154258,-76.9836533,1618676661,11001008803
CBB2,razor,1618676460,38.9255611,-76.9828448,1618676661,11001009102
KGH1,razor,1618676460,38.9175925,-77.0320438,1618676661,11001004300
U94K,razor,1618676460,38.9225273,-77.0339198,1618676661,11001003701
GS8P,razor,1618676460,38.8768226,-77.0173841,1618676661,11001010201
FUJD,razor,1618676460,38.8785156,-76.931017,1618676661,11001007707
LYHN,razor,1618676460,38.878627,-76.9310171,1618676661,11001007707
I3OF,razor,1618676460,38.9088383,-77.0432673,1618676661,11001010700
UNY7,razor,1618676460,38.917515,-77.0319405,1618676661,11001004401
M9CK,razor,1618676460,38.9120541,-77.0434043,1618676661,11001004202
BTGZ,razor,1618676460,38.9004046,-77.013416,1618676661,11001004702
T3T2,razor,1618676460,38.917008,-77.0247605,1618676661,11001004401
K831,razor,1618676460,38.8783886,-76.931394,1618676661,11001007707
JS8Y,razor,1618676460,38.8994778,-77.0419718,1618676661,11001010800
WLEH,razor,1618676460,38.8791728,-76.9871285,1618676661,11001007100
MQJZ,razor,1618676460,38.8624723,-76.995024,1618676661,11001007401
VGZC,razor,1618676460,38.9013975,-77.0322058,1618676661,11001010100
OD0A,razor,1618676460,38.9097921,-77.02456,1618676661,11001004901
TYWP,razor,1618676460,38.9168705,-77.0367603,1618676661,11001004201
F9HW,razor,1618676460,38.8783318,-76.9315741,1618676661,11001007707
C8GH,razor,1618676460,38.920353,-76.9956128,1618676661,11001009102
GQ4J,razor,1618676460,38.904414,-77.032295,1618676661,11001010100
SCHJ,razor,1618676460,38.8748703,-77.0001755,1618676661,11001007201
ACRK,razor,1618676460,38.90709,-77.0037408,1618676661,11001010601
OXND,razor,1618676460,38.9188923,-77.036486,1618676661,11001004300
NUU8,razor,1618676460,38.9013263,-77.0419343,1618676661,11001010700
V1NQ,razor,1618676460,38.9012288,-77.0417016,1618676661,11001010700
V3MV,razor,1618676460,38.8741065,-76.9712403,1618676661,11001007709
GL1G,razor,1618676460,38.9234618,-77.0435121,1618676661,11001003901
PJR6,razor,1618676460,38.9245498,-77.0397798,1618676661,11001003802
JF5I,razor,1618676460,38.9008146,-77.0500911,1618676661,11001010800
P3W8,razor,1618676460,38.9010755,-77.0272431,1618676661,11001010100
VUKH,razor,1618676460,38.901692,-77.0454138,1618676661,11001010700
GUX1,razor,1618676460,38.9170713,-77.0394208,1618676661,11001004201
VMQV,razor,1618676460,38.9104328,-77.0321601,1618676661,11001005202
F4NU,razor,1618676760,38.900136,-77.0466611,1618676804,11001010800
NM34,razor,1618676760,38.899792,-77.0457981,1618676804,11001010800
DQJE,razor,1618676760,38.8922275,-77.0450576,1618676804,11001980000
RNUK,razor,1618676760,38.9037953,-77.0401146,1618676804,11001010700
CU9X,razor,1618676760,38.901968,-77.048471,1618676804,11001010700
WCLK,razor,1618676760,38.9051845,-77.0681601,1618676804,11001000202
MRDX,razor,1618676760,38.8877026,-77.0359166,1618676804,11001980000
DXZE,razor,1618676760,38.974974,-77.0169755,1618676804,11001001702
WANI,razor,1618676760,38.8924688,-77.0396031,1618676804,11001010800
CXTX,razor,1618676760,38.905172,-77.061195,1618676804,11001000102
JVNL,razor,1618676760,38.933834,-77.0886106,1618676804,11001000804
GONG,razor,1618676760,38.9336286,-77.0857786,1618676804,11001000803
BRQE,razor,1618676760,38.9452875,-77.0647876,1618676804,11001001200
CE9I,razor,1618676760,38.944793,-77.0639336,1618676804,11001001200
V9F1,razor,1618676760,38.944796,-77.063971,1618676804,11001001200
P505,razor,1618676760,38.9438538,-77.0636356,1618676804,11001001200
ADQS,razor,1618676760,38.940326,-77.0162083,1618676804,11001002301
V80P,razor,1618676760,38.9614983,-77.0280461,1618676804,11001001804
C0Y6,razor,1618676760,38.9615463,-77.02802,1618676804,11001001804
J5NM,razor,1618676760,38.9332855,-77.0571145,1618676804,11001001304
EMMP,razor,1618676760,38.9394595,-77.0852793,1618676804,11001001004
N806,razor,1618676760,38.8922328,-77.0397773,1618676804,11001010800
DHFW,razor,1618676760,38.9268206,-77.0270066,1618676804,11001003100
O3B8,razor,1618676760,38.9289051,-77.0327031,1618676804,11001002802
B1YY,razor,1618676760,38.9287928,-77.0325948,1618676804,11001003000
LGPF,razor,1618676760,38.9290766,-77.0739781,1618676804,11001000704
R1I3,razor,1618676760,38.928799,-77.0324198,1618676804,11001003000
L1OH,razor,1618676760,38.9287888,-77.0324191,1618676804,11001003000
LD8H,razor,1618676760,38.9288078,-77.0324845,1618676804,11001003000
UHUD,razor,1618676760,38.961583,-77.0280068,1618676804,11001001804
TXLL,razor,1618676760,38.9649211,-77.0122965,1618676804,11001001902
TI1G,razor,1618676760,38.941745,-77.0149235,1618676804,11001002301
T6O2,razor,1618676760,38.9409461,-77.0216465,1618676804,11001002400
MZ9O,razor,1618676760,38.8996978,-77.0092925,1618676804,11001004702
K50H,razor,1618676760,38.9367336,-77.0244035,1618676804,11001002503
CYJR,razor,1618676760,38.9282851,-76.9979928,1618676804,11001009201
IR6R,razor,1618676760,38.9051826,-77.0610236,1618676804,11001000102
ADG7,razor,1618676760,38.9417488,-77.0363505,1618676804,11001002504
ROSR,razor,1618676760,38.8967308,-77.0268503,1618676804,11001005802
QIV5,razor,1618676760,38.9125011,-77.0729956,1618676804,11001000202
VLT7,razor,1618676760,38.9149213,-77.0742055,1618676804,11001000300
K46Q,razor,1618676760,38.904266,-77.0487196,1618676804,11001005501
SKA4,razor,1618676760,38.8766443,-77.0068183,1618676804,11001007202
MA9Y,razor,1618676760,38.8763345,-77.0045571,1618676804,11001007201
QNZH,razor,1618676760,38.8748206,-77.0012233,1618676804,11001007201
HQ0Z,razor,1618676760,38.8785281,-77.0302943,1618676804,11001980000
M6BC,razor,1618676760,38.9002906,-77.0337181,1618676804,11001010100
J4RJ,razor,1618676760,38.9204558,-76.9957908,1618676804,11001009102
L6K2,razor,1618676760,38.899513,-77.0163241,1618676804,11001005900
LBVB,razor,1618676760,38.9042605,-77.054726,1618676804,11001005503
OENN,razor,1618676760,38.900734,-77.0507831,1618676804,11001005601
JS8F,razor,1618676760,38.9106815,-77.0553296,1618676804,11001000102
EIW0,razor,1618676760,38.9166375,-77.0569448,1618676804,11001004100
GW0A,razor,1618676760,38.9127651,-77.0663731,1618676804,11001000202
D59E,razor,1618676760,38.8869718,-77.0211068,1618676804,11001010202
UXFX,razor,1618676760,38.8744946,-77.0073456,1618676804,11001007201
GPCZ,razor,1618676760,38.8745901,-77.0028388,1618676804,11001007201
EP0B,razor,1618676760,38.9111895,-77.0030575,1618676804,11001008702
NOZK,razor,1618676760,38.886405,-77.0211255,1618676804,11001010202
HHXL,razor,1618676760,38.9617333,-77.0280398,1618676804,11001001804
OZB2,razor,1618676760,38.9616333,-77.0281008,1618676804,11001001804
CN9W,razor,1618676760,38.908124,-76.997157,1618676804,11001008803
SYKF,razor,1618676760,38.9085223,-76.9980815,1618676804,11001008803
VP4P,razor,1618676760,38.9417681,-77.0149386,1618676804,11001002301
OSCV,razor,1618676760,38.9386371,-77.0322535,1618676804,11001002504
V50F,razor,1618676760,38.9387156,-77.0322538,1618676804,11001002504
FD6M,razor,1618676760,38.9234955,-77.0329751,1618676804,11001003701
OGR9,razor,1618676760,38.9287613,-77.0323478,1618676804,11001003000
O9A9,razor,1618676760,38.888695,-77.0399641,1618676804,11001980000
LIMA,razor,1618676760,38.8923008,-77.0333368,1618676804,11001980000
I0EM,razor,1618676760,38.8768541,-77.0175663,1618676804,11001010201
E27N,razor,1618676760,38.9131803,-77.0200016,1618676804,11001004801
F60N,razor,1618676760,38.9056861,-77.0076995,1618676804,11001010601
VYV5,razor,1618676760,38.906315,-77.0060841,1618676804,11001010601
GQFE,razor,1618676760,38.9553976,-77.0045321,1618676804,11001009508
NISG,razor,1618676760,38.9581513,-77.001762,1618676804,11001009505
RQKS,razor,1618676760,38.958138,-77.001808,1618676804,11001009505
M8YX,razor,1618676760,38.9526023,-77.0024846,1618676804,11001009508
BI60,razor,1618676760,38.9574763,-77.0009123,1618676804,11001009507
ASMU,razor,1618676760,38.9346416,-77.057822,1618676804,11001001304
DHQD,razor,1618676760,38.9349521,-77.0739711,1618676804,11001001002
M2QK,razor,1618676760,38.8874278,-77.0174705,1618676804,11001010500
